time,CONTAINER ID,NAME,CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
80,279b3cf3c92b,acme-acme-1,1.25%,80.84MiB / 15.32GiB,0.52%,90.5MB / 95.5MB,0B / 238MB,23
85,279b3cf3c92b,acme-acme-1,3.01%,80.92MiB / 15.32GiB,0.52%,90.5MB / 95.5MB,0B / 238MB,23
90,279b3cf3c92b,acme-acme-1,0.12%,80.8MiB / 15.32GiB,0.52%,90.5MB / 95.5MB,0B / 238MB,23
95,279b3cf3c92b,acme-acme-1,4.52%,80.93MiB / 15.32GiB,0.52%,90.5MB / 95.6MB,0B / 238MB,23
100,279b3cf3c92b,acme-acme-1,0.31%,80.8MiB / 15.32GiB,0.52%,90.5MB / 95.6MB,0B / 238MB,23
105,279b3cf3c92b,acme-acme-1,4.73%,80.79MiB / 15.32GiB,0.52%,90.5MB / 95.6MB,0B / 238MB,23
110,279b3cf3c92b,acme-acme-1,0.11%,80.8MiB / 15.32GiB,0.52%,90.5MB / 95.6MB,0B / 238MB,23
115,279b3cf3c92b,acme-acme-1,4.63%,80.8MiB / 15.32GiB,0.52%,90.5MB / 95.6MB,0B / 238MB,23
120,279b3cf3c92b,acme-acme-1,10.43%,80.98MiB / 15.32GiB,0.52%,90.6MB / 95.6MB,0B / 238MB,24
125,279b3cf3c92b,acme-acme-1,0.34%,80.81MiB / 15.32GiB,0.52%,90.6MB / 95.6MB,0B / 238MB,23
130,279b3cf3c92b,acme-acme-1,1.43%,80.8MiB / 15.32GiB,0.52%,90.6MB / 95.6MB,0B / 238MB,23
135,279b3cf3c92b,acme-acme-1,4.37%,80.91MiB / 15.32GiB,0.52%,90.6MB / 95.6MB,0B / 238MB,23
140,279b3cf3c92b,acme-acme-1,4.07%,80.82MiB / 15.32GiB,0.52%,90.6MB / 95.7MB,0B / 238MB,23
145,279b3cf3c92b,acme-acme-1,2.49%,80.78MiB / 15.32GiB,0.51%,90.6MB / 95.7MB,0B / 238MB,23
150,279b3cf3c92b,acme-acme-1,5.04%,80.79MiB / 15.32GiB,0.52%,90.6MB / 95.7MB,0B / 238MB,23
155,279b3cf3c92b,acme-acme-1,7.93%,80.79MiB / 15.32GiB,0.52%,90.6MB / 95.7MB,0B / 238MB,23
160,279b3cf3c92b,acme-acme-1,2.89%,80.78MiB / 15.32GiB,0.51%,90.6MB / 95.7MB,0B / 238MB,23
165,279b3cf3c92b,acme-acme-1,3.85%,80.79MiB / 15.32GiB,0.51%,90.6MB / 95.7MB,0B / 238MB,23
170,279b3cf3c92b,acme-acme-1,1.42%,80.89MiB / 15.32GiB,0.52%,90.7MB / 95.7MB,0B / 238MB,23
175,279b3cf3c92b,acme-acme-1,2.65%,80.79MiB / 15.32GiB,0.52%,90.7MB / 95.7MB,0B / 238MB,23
180,279b3cf3c92b,acme-acme-1,3.90%,80.91MiB / 15.32GiB,0.52%,90.7MB / 95.8MB,0B / 238MB,23
185,279b3cf3c92b,acme-acme-1,8.43%,80.91MiB / 15.32GiB,0.52%,90.7MB / 95.8MB,0B / 238MB,23
190,279b3cf3c92b,acme-acme-1,3.65%,80.79MiB / 15.32GiB,0.52%,90.7MB / 95.8MB,0B / 238MB,23
195,279b3cf3c92b,acme-acme-1,1.73%,80.91MiB / 15.32GiB,0.52%,90.7MB / 95.8MB,0B / 238MB,23
200,279b3cf3c92b,acme-acme-1,2.83%,81.02MiB / 15.32GiB,0.52%,90.7MB / 95.8MB,0B / 238MB,23
205,279b3cf3c92b,acme-acme-1,2.28%,80.78MiB / 15.32GiB,0.51%,90.8MB / 95.8MB,0B / 238MB,23
210,279b3cf3c92b,acme-acme-1,8.39%,80.88MiB / 15.32GiB,0.52%,90.8MB / 95.9MB,0B / 238MB,18
215,279b3cf3c92b,acme-acme-1,1.57%,80.55MiB / 15.32GiB,0.51%,90.8MB / 95.9MB,0B / 238MB,18
220,279b3cf3c92b,acme-acme-1,1.45%,80.66MiB / 15.32GiB,0.51%,90.8MB / 95.9MB,0B / 238MB,18
225,279b3cf3c92b,acme-acme-1,5.83%,80.76MiB / 15.32GiB,0.51%,90.8MB / 95.9MB,0B / 238MB,18
230,279b3cf3c92b,acme-acme-1,6.66%,80.67MiB / 15.32GiB,0.51%,90.8MB / 95.9MB,0B / 238MB,19
235,279b3cf3c92b,acme-acme-1,3.72%,80.75MiB / 15.32GiB,0.51%,90.8MB / 96MB,0B / 238MB,18
240,279b3cf3c92b,acme-acme-1,3.95%,80.77MiB / 15.32GiB,0.51%,90.9MB / 96MB,0B / 238MB,18
245,279b3cf3c92b,acme-acme-1,7.52%,80.67MiB / 15.32GiB,0.51%,90.9MB / 96MB,0B / 238MB,18
250,279b3cf3c92b,acme-acme-1,5.68%,80.68MiB / 15.32GiB,0.51%,90.9MB / 96MB,0B / 238MB,18
255,279b3cf3c92b,acme-acme-1,14.09%,80.67MiB / 15.32GiB,0.51%,90.9MB / 96MB,0B / 238MB,18
260,279b3cf3c92b,acme-acme-1,5.32%,80.56MiB / 15.32GiB,0.51%,90.9MB / 96.1MB,0B / 238MB,18
265,279b3cf3c92b,acme-acme-1,3.78%,80.62MiB / 15.32GiB,0.51%,90.9MB / 96.1MB,0B / 238MB,18
270,279b3cf3c92b,acme-acme-1,7.57%,80.78MiB / 15.32GiB,0.51%,91MB / 96.1MB,0B / 238MB,18
275,279b3cf3c92b,acme-acme-1,8.88%,80.55MiB / 15.32GiB,0.51%,91MB / 96.1MB,0B / 238MB,18
280,279b3cf3c92b,acme-acme-1,10.15%,80.61MiB / 15.32GiB,0.51%,91MB / 96.2MB,0B / 238MB,18
285,279b3cf3c92b,acme-acme-1,8.58%,80.57MiB / 15.32GiB,0.51%,91MB / 96.2MB,0B / 238MB,18
290,279b3cf3c92b,acme-acme-1,18.27%,80.71MiB / 15.32GiB,0.51%,91MB / 96.2MB,0B / 238MB,19
295,279b3cf3c92b,acme-acme-1,6.07%,80.64MiB / 15.32GiB,0.51%,91.1MB / 96.2MB,0B / 238MB,18
300,279b3cf3c92b,acme-acme-1,5.91%,80.61MiB / 15.32GiB,0.51%,91.1MB / 96.3MB,0B / 238MB,18
305,279b3cf3c92b,acme-acme-1,11.37%,80.81MiB / 15.32GiB,0.52%,91.1MB / 96.3MB,0B / 238MB,18
310,279b3cf3c92b,acme-acme-1,11.53%,80.59MiB / 15.32GiB,0.51%,91.1MB / 96.3MB,0B / 238MB,18
315,279b3cf3c92b,acme-acme-1,7.16%,80.8MiB / 15.32GiB,0.52%,91.1MB / 96.3MB,0B / 238MB,18
320,279b3cf3c92b,acme-acme-1,8.62%,80.68MiB / 15.32GiB,0.51%,91.2MB / 96.4MB,0B / 238MB,18
325,279b3cf3c92b,acme-acme-1,4.66%,80.66MiB / 15.32GiB,0.51%,91.2MB / 96.4MB,0B / 238MB,18
330,279b3cf3c92b,acme-acme-1,2.90%,80.55MiB / 15.32GiB,0.51%,91.2MB / 96.4MB,0B / 238MB,18
335,279b3cf3c92b,acme-acme-1,9.25%,80.8MiB / 15.32GiB,0.52%,91.2MB / 96.4MB,0B / 238MB,18
340,279b3cf3c92b,acme-acme-1,8.56%,80.68MiB / 15.32GiB,0.51%,91.3MB / 96.5MB,0B / 238MB,18
345,279b3cf3c92b,acme-acme-1,16.33%,80.82MiB / 15.32GiB,0.52%,91.3MB / 96.5MB,0B / 238MB,18
350,279b3cf3c92b,acme-acme-1,23.48%,80.73MiB / 15.32GiB,0.51%,91.3MB / 96.5MB,0B / 238MB,18
355,279b3cf3c92b,acme-acme-1,4.86%,80.55MiB / 15.32GiB,0.51%,91.3MB / 96.6MB,0B / 238MB,18
360,279b3cf3c92b,acme-acme-1,5.04%,80.52MiB / 15.32GiB,0.51%,91.4MB / 96.6MB,0B / 238MB,18
365,279b3cf3c92b,acme-acme-1,1.63%,80.76MiB / 15.32GiB,0.51%,91.4MB / 96.6MB,0B / 238MB,19
370,279b3cf3c92b,acme-acme-1,9.46%,80.54MiB / 15.32GiB,0.51%,91.4MB / 96.7MB,0B / 238MB,18
375,279b3cf3c92b,acme-acme-1,5.76%,80.5MiB / 15.32GiB,0.51%,91.4MB / 96.7MB,0B / 238MB,18
380,279b3cf3c92b,acme-acme-1,16.00%,80.51MiB / 15.32GiB,0.51%,91.5MB / 96.7MB,0B / 238MB,18
385,279b3cf3c92b,acme-acme-1,6.14%,80.59MiB / 15.32GiB,0.51%,91.5MB / 96.7MB,0B / 238MB,18
390,279b3cf3c92b,acme-acme-1,12.56%,80.59MiB / 15.32GiB,0.51%,91.5MB / 96.8MB,0B / 238MB,18
395,279b3cf3c92b,acme-acme-1,4.47%,80.49MiB / 15.32GiB,0.51%,91.5MB / 96.8MB,0B / 238MB,18
400,279b3cf3c92b,acme-acme-1,9.13%,80.71MiB / 15.32GiB,0.51%,91.6MB / 96.8MB,0B / 238MB,18
405,279b3cf3c92b,acme-acme-1,8.37%,80.64MiB / 15.32GiB,0.51%,91.6MB / 96.9MB,0B / 238MB,18
410,279b3cf3c92b,acme-acme-1,19.48%,80.52MiB / 15.32GiB,0.51%,91.6MB / 96.9MB,0B / 238MB,18
415,279b3cf3c92b,acme-acme-1,14.89%,80.73MiB / 15.32GiB,0.51%,91.6MB / 96.9MB,0B / 238MB,18
420,279b3cf3c92b,acme-acme-1,13.01%,80.61MiB / 15.32GiB,0.51%,91.7MB / 97MB,0B / 238MB,18
425,279b3cf3c92b,acme-acme-1,4.25%,80.65MiB / 15.32GiB,0.51%,91.7MB / 97MB,0B / 238MB,18
430,279b3cf3c92b,acme-acme-1,9.75%,80.75MiB / 15.32GiB,0.51%,91.7MB / 97.1MB,0B / 238MB,18
435,279b3cf3c92b,acme-acme-1,12.35%,80.63MiB / 15.32GiB,0.51%,91.8MB / 97.1MB,0B / 238MB,19
440,279b3cf3c92b,acme-acme-1,3.82%,80.48MiB / 15.32GiB,0.51%,91.8MB / 97.1MB,0B / 238MB,18
445,279b3cf3c92b,acme-acme-1,8.52%,80.48MiB / 15.32GiB,0.51%,91.8MB / 97.2MB,0B / 238MB,18
450,279b3cf3c92b,acme-acme-1,17.26%,80.47MiB / 15.32GiB,0.51%,91.9MB / 97.2MB,0B / 238MB,18
455,279b3cf3c92b,acme-acme-1,15.75%,80.72MiB / 15.32GiB,0.51%,91.9MB / 97.2MB,0B / 238MB,18
460,279b3cf3c92b,acme-acme-1,11.40%,80.62MiB / 15.32GiB,0.51%,91.9MB / 97.3MB,0B / 238MB,18
465,279b3cf3c92b,acme-acme-1,14.91%,80.72MiB / 15.32GiB,0.51%,91.9MB / 97.3MB,0B / 238MB,18
470,279b3cf3c92b,acme-acme-1,14.91%,80.5MiB / 15.32GiB,0.51%,92MB / 97.4MB,0B / 238MB,18
475,279b3cf3c92b,acme-acme-1,18.42%,80.58MiB / 15.32GiB,0.51%,92MB / 97.4MB,0B / 238MB,18
480,279b3cf3c92b,acme-acme-1,14.43%,80.57MiB / 15.32GiB,0.51%,92.1MB / 97.4MB,0B / 238MB,18
485,279b3cf3c92b,acme-acme-1,16.77%,80.53MiB / 15.32GiB,0.51%,92.1MB / 97.5MB,0B / 238MB,18
490,279b3cf3c92b,acme-acme-1,6.38%,80.48MiB / 15.32GiB,0.51%,92.1MB / 97.5MB,0B / 238MB,18
495,279b3cf3c92b,acme-acme-1,7.36%,80.6MiB / 15.32GiB,0.51%,92.1MB / 97.6MB,0B / 238MB,18
500,279b3cf3c92b,acme-acme-1,10.62%,80.49MiB / 15.32GiB,0.51%,92.2MB / 97.6MB,0B / 238MB,18
505,279b3cf3c92b,acme-acme-1,6.50%,80.49MiB / 15.32GiB,0.51%,92.2MB / 97.7MB,0B / 238MB,18
510,279b3cf3c92b,acme-acme-1,16.09%,80.67MiB / 15.32GiB,0.51%,92.3MB / 97.7MB,0B / 238MB,18
515,279b3cf3c92b,acme-acme-1,18.67%,80.79MiB / 15.32GiB,0.52%,92.3MB / 97.7MB,0B / 238MB,18
520,279b3cf3c92b,acme-acme-1,16.21%,80.51MiB / 15.32GiB,0.51%,92.3MB / 97.8MB,0B / 238MB,18
525,279b3cf3c92b,acme-acme-1,24.35%,80.57MiB / 15.32GiB,0.51%,92.4MB / 97.8MB,0B / 238MB,18
530,279b3cf3c92b,acme-acme-1,8.90%,80.7MiB / 15.32GiB,0.51%,92.4MB / 97.9MB,0B / 238MB,18
535,279b3cf3c92b,acme-acme-1,20.26%,80.78MiB / 15.32GiB,0.51%,92.4MB / 97.9MB,0B / 238MB,18
540,279b3cf3c92b,acme-acme-1,14.37%,80.46MiB / 15.32GiB,0.51%,92.5MB / 98MB,0B / 238MB,18
545,279b3cf3c92b,acme-acme-1,16.80%,80.62MiB / 15.32GiB,0.51%,92.5MB / 98MB,0B / 238MB,18
550,279b3cf3c92b,acme-acme-1,19.38%,80.7MiB / 15.32GiB,0.51%,92.6MB / 98.1MB,0B / 238MB,18
555,279b3cf3c92b,acme-acme-1,19.56%,80.72MiB / 15.32GiB,0.51%,92.6MB / 98.1MB,0B / 238MB,18
560,279b3cf3c92b,acme-acme-1,16.63%,80.77MiB / 15.32GiB,0.51%,92.6MB / 98.2MB,0B / 238MB,20
565,279b3cf3c92b,acme-acme-1,16.61%,80.47MiB / 15.32GiB,0.51%,92.7MB / 98.2MB,0B / 238MB,18
570,279b3cf3c92b,acme-acme-1,9.38%,80.57MiB / 15.32GiB,0.51%,92.7MB / 98.3MB,0B / 238MB,18
575,279b3cf3c92b,acme-acme-1,18.26%,80.32MiB / 15.32GiB,0.51%,92.8MB / 98.3MB,0B / 238MB,18
580,279b3cf3c92b,acme-acme-1,29.04%,80.58MiB / 15.32GiB,0.51%,92.8MB / 98.4MB,0B / 238MB,19
585,279b3cf3c92b,acme-acme-1,26.69%,80.3MiB / 15.32GiB,0.51%,92.8MB / 98.4MB,0B / 238MB,18
590,279b3cf3c92b,acme-acme-1,14.73%,80.29MiB / 15.32GiB,0.51%,92.9MB / 98.5MB,0B / 238MB,18
595,279b3cf3c92b,acme-acme-1,16.98%,80.44MiB / 15.32GiB,0.51%,92.9MB / 98.5MB,0B / 238MB,18
600,279b3cf3c92b,acme-acme-1,10.61%,80.44MiB / 15.32GiB,0.51%,92.9MB / 98.5MB,0B / 238MB,19
605,279b3cf3c92b,acme-acme-1,13.11%,80.33MiB / 15.32GiB,0.51%,93MB / 98.6MB,0B / 238MB,18
610,279b3cf3c92b,acme-acme-1,17.92%,80.41MiB / 15.32GiB,0.51%,93MB / 98.6MB,0B / 238MB,18
615,279b3cf3c92b,acme-acme-1,31.63%,80.57MiB / 15.32GiB,0.51%,93.1MB / 98.7MB,0B / 238MB,19
620,279b3cf3c92b,acme-acme-1,17.24%,80.42MiB / 15.32GiB,0.51%,93.1MB / 98.8MB,0B / 238MB,18
625,279b3cf3c92b,acme-acme-1,12.73%,80.52MiB / 15.32GiB,0.51%,93.2MB / 98.8MB,0B / 238MB,18
630,279b3cf3c92b,acme-acme-1,15.35%,80.34MiB / 15.32GiB,0.51%,93.2MB / 98.9MB,0B / 238MB,18
635,279b3cf3c92b,acme-acme-1,19.72%,80.57MiB / 15.32GiB,0.51%,93.3MB / 98.9MB,0B / 238MB,19
640,279b3cf3c92b,acme-acme-1,16.81%,80.64MiB / 15.32GiB,0.51%,93.3MB / 99MB,0B / 238MB,18
645,279b3cf3c92b,acme-acme-1,9.95%,80.52MiB / 15.32GiB,0.51%,93.3MB / 99MB,0B / 238MB,18
650,279b3cf3c92b,acme-acme-1,23.25%,80.43MiB / 15.32GiB,0.51%,93.4MB / 99.1MB,0B / 238MB,18
655,279b3cf3c92b,acme-acme-1,9.20%,80.54MiB / 15.32GiB,0.51%,93.4MB / 99.1MB,0B / 238MB,20
660,279b3cf3c92b,acme-acme-1,17.15%,80.44MiB / 15.32GiB,0.51%,93.5MB / 99.2MB,0B / 238MB,18
665,279b3cf3c92b,acme-acme-1,18.66%,80.46MiB / 15.32GiB,0.51%,93.5MB / 99.3MB,0B / 238MB,18
670,279b3cf3c92b,acme-acme-1,4.73%,80.28MiB / 15.32GiB,0.51%,93.6MB / 99.3MB,0B / 238MB,18
675,279b3cf3c92b,acme-acme-1,24.26%,80.27MiB / 15.32GiB,0.51%,93.6MB / 99.4MB,0B / 238MB,18
680,279b3cf3c92b,acme-acme-1,22.82%,80.3MiB / 15.32GiB,0.51%,93.7MB / 99.4MB,0B / 238MB,18
685,279b3cf3c92b,acme-acme-1,7.65%,80.47MiB / 15.32GiB,0.51%,93.7MB / 99.5MB,0B / 238MB,18
690,279b3cf3c92b,acme-acme-1,21.86%,80.4MiB / 15.32GiB,0.51%,93.7MB / 99.5MB,0B / 238MB,18
695,279b3cf3c92b,acme-acme-1,11.59%,80.36MiB / 15.32GiB,0.51%,93.8MB / 99.6MB,0B / 238MB,18
700,279b3cf3c92b,acme-acme-1,22.55%,80.39MiB / 15.32GiB,0.51%,93.8MB / 99.6MB,0B / 238MB,18
705,279b3cf3c92b,acme-acme-1,20.94%,80.4MiB / 15.32GiB,0.51%,93.9MB / 99.7MB,0B / 238MB,18
710,279b3cf3c92b,acme-acme-1,16.77%,80.27MiB / 15.32GiB,0.51%,93.9MB / 99.8MB,0B / 238MB,18
715,279b3cf3c92b,acme-acme-1,14.28%,80.4MiB / 15.32GiB,0.51%,94MB / 99.8MB,0B / 238MB,18
720,279b3cf3c92b,acme-acme-1,12.85%,80.6MiB / 15.32GiB,0.51%,94MB / 99.9MB,0B / 238MB,18
725,279b3cf3c92b,acme-acme-1,17.26%,80.54MiB / 15.32GiB,0.51%,94.1MB / 99.9MB,0B / 238MB,21
730,279b3cf3c92b,acme-acme-1,15.47%,80.5MiB / 15.32GiB,0.51%,94.1MB / 100MB,0B / 238MB,18
735,279b3cf3c92b,acme-acme-1,15.09%,80.4MiB / 15.32GiB,0.51%,94.2MB / 100MB,0B / 238MB,18
740,279b3cf3c92b,acme-acme-1,27.68%,80.29MiB / 15.32GiB,0.51%,94.2MB / 100MB,0B / 238MB,18
745,279b3cf3c92b,acme-acme-1,16.68%,80.74MiB / 15.32GiB,0.51%,94.3MB / 100MB,0B / 238MB,20
750,279b3cf3c92b,acme-acme-1,14.36%,80.45MiB / 15.32GiB,0.51%,94.3MB / 100MB,0B / 238MB,19
755,279b3cf3c92b,acme-acme-1,23.19%,80.35MiB / 15.32GiB,0.51%,94.4MB / 100MB,0B / 238MB,18
760,279b3cf3c92b,acme-acme-1,10.52%,80.28MiB / 15.32GiB,0.51%,94.4MB / 100MB,0B / 238MB,18
765,279b3cf3c92b,acme-acme-1,37.36%,80.41MiB / 15.32GiB,0.51%,94.5MB / 100MB,0B / 238MB,18
770,279b3cf3c92b,acme-acme-1,15.84%,80.25MiB / 15.32GiB,0.51%,94.5MB / 100MB,0B / 238MB,18
775,279b3cf3c92b,acme-acme-1,31.62%,80.43MiB / 15.32GiB,0.51%,94.6MB / 101MB,0B / 238MB,18
780,279b3cf3c92b,acme-acme-1,27.58%,80.5MiB / 15.32GiB,0.51%,94.6MB / 101MB,0B / 238MB,18
785,279b3cf3c92b,acme-acme-1,19.99%,80.54MiB / 15.32GiB,0.51%,94.7MB / 101MB,0B / 238MB,18
790,279b3cf3c92b,acme-acme-1,22.20%,80.26MiB / 15.32GiB,0.51%,94.7MB / 101MB,0B / 238MB,18
795,279b3cf3c92b,acme-acme-1,19.98%,80.37MiB / 15.32GiB,0.51%,94.8MB / 101MB,0B / 238MB,18
800,279b3cf3c92b,acme-acme-1,28.53%,80.48MiB / 15.32GiB,0.51%,94.8MB / 101MB,0B / 238MB,19
805,279b3cf3c92b,acme-acme-1,18.23%,80.27MiB / 15.32GiB,0.51%,94.9MB / 101MB,0B / 238MB,18
810,279b3cf3c92b,acme-acme-1,27.91%,80.5MiB / 15.32GiB,0.51%,94.9MB / 101MB,0B / 238MB,18
815,279b3cf3c92b,acme-acme-1,18.76%,80.29MiB / 15.32GiB,0.51%,95MB / 101MB,0B / 238MB,18
820,279b3cf3c92b,acme-acme-1,11.71%,80.39MiB / 15.32GiB,0.51%,95MB / 101MB,0B / 238MB,18
825,279b3cf3c92b,acme-acme-1,17.11%,80.64MiB / 15.32GiB,0.51%,95.1MB / 101MB,0B / 238MB,22
830,279b3cf3c92b,acme-acme-1,17.44%,80.38MiB / 15.32GiB,0.51%,95.2MB / 101MB,0B / 238MB,18
835,279b3cf3c92b,acme-acme-1,15.32%,80.25MiB / 15.32GiB,0.51%,95.2MB / 101MB,0B / 238MB,18
840,279b3cf3c92b,acme-acme-1,20.20%,80.35MiB / 15.32GiB,0.51%,95.3MB / 101MB,0B / 238MB,18
845,279b3cf3c92b,acme-acme-1,21.56%,80.52MiB / 15.32GiB,0.51%,95.3MB / 101MB,0B / 238MB,18
850,279b3cf3c92b,acme-acme-1,21.92%,80.58MiB / 15.32GiB,0.51%,95.4MB / 102MB,0B / 238MB,20
855,279b3cf3c92b,acme-acme-1,24.56%,80.46MiB / 15.32GiB,0.51%,95.4MB / 102MB,0B / 238MB,19
860,279b3cf3c92b,acme-acme-1,26.21%,80.7MiB / 15.32GiB,0.51%,95.5MB / 102MB,0B / 238MB,23
865,279b3cf3c92b,acme-acme-1,14.57%,80.41MiB / 15.32GiB,0.51%,95.6MB / 102MB,0B / 238MB,18
870,279b3cf3c92b,acme-acme-1,13.13%,80.5MiB / 15.32GiB,0.51%,95.6MB / 102MB,0B / 238MB,18
875,279b3cf3c92b,acme-acme-1,10.62%,80.26MiB / 15.32GiB,0.51%,95.7MB / 102MB,0B / 238MB,18
880,279b3cf3c92b,acme-acme-1,36.24%,80.48MiB / 15.32GiB,0.51%,95.7MB / 102MB,0B / 238MB,19
885,279b3cf3c92b,acme-acme-1,19.56%,80.42MiB / 15.32GiB,0.51%,95.8MB / 102MB,0B / 238MB,19
890,279b3cf3c92b,acme-acme-1,35.15%,80.43MiB / 15.32GiB,0.51%,95.9MB / 102MB,0B / 238MB,18
895,279b3cf3c92b,acme-acme-1,29.39%,80.37MiB / 15.32GiB,0.51%,95.9MB / 102MB,0B / 238MB,18
900,279b3cf3c92b,acme-acme-1,9.61%,80.46MiB / 15.32GiB,0.51%,96MB / 102MB,0B / 238MB,18
905,279b3cf3c92b,acme-acme-1,31.71%,80.35MiB / 15.32GiB,0.51%,96MB / 102MB,0B / 238MB,18
910,279b3cf3c92b,acme-acme-1,24.11%,80.26MiB / 15.32GiB,0.51%,96.1MB / 102MB,0B / 238MB,18
915,279b3cf3c92b,acme-acme-1,43.88%,80.48MiB / 15.32GiB,0.51%,96.2MB / 103MB,0B / 238MB,18
920,279b3cf3c92b,acme-acme-1,22.76%,80.28MiB / 15.32GiB,0.51%,96.2MB / 103MB,0B / 238MB,18
925,279b3cf3c92b,acme-acme-1,20.67%,80.4MiB / 15.32GiB,0.51%,96.3MB / 103MB,0B / 238MB,18
930,279b3cf3c92b,acme-acme-1,20.82%,80.41MiB / 15.32GiB,0.51%,96.3MB / 103MB,0B / 238MB,18
935,279b3cf3c92b,acme-acme-1,22.59%,80.5MiB / 15.32GiB,0.51%,96.4MB / 103MB,0B / 238MB,18
940,279b3cf3c92b,acme-acme-1,31.50%,80.28MiB / 15.32GiB,0.51%,96.5MB / 103MB,0B / 238MB,18
945,279b3cf3c92b,acme-acme-1,14.48%,80.24MiB / 15.32GiB,0.51%,96.5MB / 103MB,0B / 238MB,18
950,279b3cf3c92b,acme-acme-1,27.68%,80.57MiB / 15.32GiB,0.51%,96.6MB / 103MB,0B / 238MB,19
955,279b3cf3c92b,acme-acme-1,14.85%,80.41MiB / 15.32GiB,0.51%,96.7MB / 103MB,0B / 238MB,19
960,279b3cf3c92b,acme-acme-1,40.66%,80.79MiB / 15.32GiB,0.51%,96.7MB / 103MB,0B / 238MB,21
965,279b3cf3c92b,acme-acme-1,33.05%,80.31MiB / 15.32GiB,0.51%,96.8MB / 103MB,0B / 238MB,18
970,279b3cf3c92b,acme-acme-1,25.45%,80.34MiB / 15.32GiB,0.51%,96.8MB / 103MB,0B / 238MB,18
975,279b3cf3c92b,acme-acme-1,27.46%,80.22MiB / 15.32GiB,0.51%,96.9MB / 103MB,0B / 238MB,18
980,279b3cf3c92b,acme-acme-1,27.12%,80.43MiB / 15.32GiB,0.51%,97MB / 104MB,0B / 238MB,18
985,279b3cf3c92b,acme-acme-1,29.93%,80.36MiB / 15.32GiB,0.51%,97.1MB / 104MB,0B / 238MB,18
990,279b3cf3c92b,acme-acme-1,38.74%,80.43MiB / 15.32GiB,0.51%,97.1MB / 104MB,0B / 238MB,20
995,279b3cf3c92b,acme-acme-1,21.23%,80.34MiB / 15.32GiB,0.51%,97.2MB / 104MB,0B / 238MB,18
1000,279b3cf3c92b,acme-acme-1,37.19%,80.38MiB / 15.32GiB,0.51%,97.3MB / 104MB,0B / 238MB,18
1005,279b3cf3c92b,acme-acme-1,28.71%,80.66MiB / 15.32GiB,0.51%,97.3MB / 104MB,0B / 238MB,19
1010,279b3cf3c92b,acme-acme-1,17.65%,80.31MiB / 15.32GiB,0.51%,97.4MB / 104MB,0B / 238MB,18
1015,279b3cf3c92b,acme-acme-1,39.57%,80.3MiB / 15.32GiB,0.51%,97.5MB / 104MB,0B / 238MB,18
1020,279b3cf3c92b,acme-acme-1,15.13%,80.18MiB / 15.32GiB,0.51%,97.5MB / 104MB,0B / 238MB,18
1025,279b3cf3c92b,acme-acme-1,58.84%,80.53MiB / 15.32GiB,0.51%,97.6MB / 104MB,0B / 238MB,18
